dataset,split,image_id,label,label_name,image_path,total_lesion_union_area_pixels,total_lesion_union_area_ratio,total_lesion_sum_area_pixels,total_lesion_sum_area_ratio,microaneurysms_area_pixels,microaneurysms_area_ratio,microaneurysms_presence,microaneurysms_prob_mean,microaneurysms_prob_max,microaneurysms_component_count,microaneurysms_largest_component_area_pixels,microaneurysms_largest_component_area_ratio,haemorrhages_area_pixels,haemorrhages_area_ratio,haemorrhages_presence,haemorrhages_prob_mean,haemorrhages_prob_max,haemorrhages_component_count,haemorrhages_largest_component_area_pixels,haemorrhages_largest_component_area_ratio,hard_exudates_area_pixels,hard_exudates_area_ratio,hard_exudates_presence,hard_exudates_prob_mean,hard_exudates_prob_max,hard_exudates_component_count,hard_exudates_largest_component_area_pixels,hard_exudates_largest_component_area_ratio,soft_exudates_area_pixels,soft_exudates_area_ratio,soft_exudates_presence,soft_exudates_prob_mean,soft_exudates_prob_max,soft_exudates_component_count,soft_exudates_largest_component_area_pixels,soft_exudates_largest_component_area_ratio,lesion_presence_count
APTOS2019,train,39b5b05d6cd9,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\39b5b05d6cd9.png,9551,0.036434173583984375,9639,0.036769866943359375,103,0.000392913818359375,1,0.0142669677734375,0.311279296875,13,24,9.1552734375e-05,3148,0.0120086669921875,1,0.01424407958984375,0.99462890625,12,2456,0.009368896484375,6068,0.0231475830078125,1,0.031219482421875,0.99951171875,115,747,0.002849578857421875,320,0.001220703125,1,0.026092529296875,0.9716796875,5,271,0.001033782958984375,4
APTOS2019,train,39f8935185e6,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\39f8935185e6.png,94,0.00035858154296875,113,0.000431060791015625,32,0.0001220703125,1,0.01314544677734375,0.343017578125,9,17,6.4849853515625e-05,54,0.00020599365234375,1,0.003086090087890625,0.9541015625,4,25,9.5367431640625e-05,10,3.814697265625e-05,1,0.0056610107421875,0.9111328125,3,5,1.9073486328125e-05,17,6.4849853515625e-05,1,0.0213623046875,0.8544921875,3,9,3.4332275390625e-05,4
APTOS2019,train,39fd8ef3a45c,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\39fd8ef3a45c.png,99,0.000377655029296875,105,0.000400543212890625,19,7.2479248046875e-05,1,0.01329803466796875,0.3017578125,7,4,1.52587890625e-05,33,0.000125885009765625,1,0.0030956268310546875,0.6767578125,4,21,8.0108642578125e-05,4,1.52587890625e-05,1,0.00555419921875,0.77294921875,1,4,1.52587890625e-05,49,0.000186920166015625,1,0.022430419921875,0.9150390625,3,45,0.000171661376953125,4
APTOS2019,train,3a122851e526,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3a122851e526.png,7449,0.028415679931640625,7837,0.029895782470703125,408,0.001556396484375,1,0.0118560791015625,0.40869140625,40,34,0.00012969970703125,694,0.00264739990234375,1,0.004703521728515625,0.99609375,20,209,0.000797271728515625,4072,0.015533447265625,1,0.022674560546875,0.99853515625,73,795,0.003032684326171875,2663,0.010158538818359375,1,0.0308685302734375,0.97900390625,8,1158,0.00441741943359375,4
APTOS2019,train,3a1d3ce00f0c,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3a1d3ce00f0c.png,1831,0.006984710693359375,2038,0.00777435302734375,221,0.000843048095703125,1,0.0145416259765625,0.5791015625,21,99,0.000377655029296875,918,0.00350189208984375,1,0.006397247314453125,0.99560546875,4,660,0.0025177001953125,404,0.0015411376953125,1,0.00772857666015625,0.99609375,25,71,0.000270843505859375,495,0.001888275146484375,1,0.0241851806640625,0.986328125,2,494,0.00188446044921875,4
APTOS2019,train,3a1ecf5e2839,4,Proliferative DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3a1ecf5e2839.png,1559,0.005947113037109375,1669,0.006366729736328125,137,0.000522613525390625,1,0.01306915283203125,0.35546875,13,31,0.000118255615234375,433,0.001651763916015625,1,0.004150390625,0.9951171875,9,240,0.00091552734375,84,0.0003204345703125,1,0.00594329833984375,0.99169921875,4,35,0.000133514404296875,1015,0.003871917724609375,1,0.026153564453125,0.97314453125,7,260,0.0009918212890625,4
APTOS2019,train,3a4cfea0a766,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3a4cfea0a766.png,31,0.000118255615234375,31,0.000118255615234375,7,2.6702880859375e-05,1,0.0130462646484375,0.1993408203125,4,3,1.1444091796875e-05,0,0.0,0,0.0028228759765625,0.361083984375,0,0,0.0,11,4.1961669921875e-05,1,0.005565643310546875,0.96044921875,2,9,3.4332275390625e-05,13,4.9591064453125e-05,1,0.0214996337890625,0.92138671875,2,9,3.4332275390625e-05,3
APTOS2019,train,3a61e690f4bb,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3a61e690f4bb.png,4435,0.016918182373046875,5088,0.0194091796875,674,0.00257110595703125,1,0.0126495361328125,0.3935546875,80,39,0.000148773193359375,3861,0.014728546142578125,1,0.016387939453125,0.9970703125,42,453,0.001728057861328125,343,0.001308441162109375,1,0.00664520263671875,0.99658203125,20,34,0.00012969970703125,210,0.00080108642578125,1,0.020355224609375,0.93701171875,3,187,0.000713348388671875,4
APTOS2019,train,3a643599f852,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3a643599f852.png,1103,0.004207611083984375,1261,0.004810333251953125,170,0.00064849853515625,1,0.0175628662109375,0.3798828125,14,44,0.0001678466796875,1087,0.004146575927734375,1,0.008148193359375,0.99462890625,9,575,0.002193450927734375,2,7.62939453125e-06,1,0.00634002685546875,0.884765625,1,2,7.62939453125e-06,2,7.62939453125e-06,1,0.02618408203125,0.79150390625,1,2,7.62939453125e-06,4
APTOS2019,train,3a6e9730b298,4,Proliferative DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3a6e9730b298.png,1701,0.006488800048828125,1718,0.00655364990234375,12,4.57763671875e-05,1,0.017303466796875,0.2021484375,3,5,1.9073486328125e-05,176,0.00067138671875,1,0.005573272705078125,0.9599609375,5,140,0.0005340576171875,1301,0.004962921142578125,1,0.01232147216796875,0.998046875,19,524,0.0019989013671875,229,0.000873565673828125,1,0.034454345703125,0.94970703125,11,212,0.0008087158203125,4
APTOS2019,train,3aa2b1ce6700,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3aa2b1ce6700.png,9870,0.03765106201171875,10002,0.03815460205078125,152,0.000579833984375,1,0.01263427734375,0.39306640625,12,27,0.000102996826171875,352,0.0013427734375,1,0.003971099853515625,0.99560546875,10,114,0.00043487548828125,9498,0.03623199462890625,1,0.04315185546875,0.9990234375,75,2934,0.01119232177734375,0,0.0,0,0.023101806640625,0.74658203125,0,0,0.0,3
APTOS2019,train,3abac0961bfd,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3abac0961bfd.png,106,0.00040435791015625,127,0.000484466552734375,27,0.000102996826171875,1,0.01325225830078125,0.36181640625,3,15,5.7220458984375e-05,62,0.00023651123046875,1,0.0031414031982421875,0.99462890625,3,50,0.00019073486328125,0,0.0,0,0.005458831787109375,0.54345703125,0,0,0.0,38,0.00014495849609375,1,0.0223388671875,0.9091796875,3,31,0.000118255615234375,3
APTOS2019,train,3ac3fbfca7d4,4,Proliferative DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3ac3fbfca7d4.png,8582,0.03273773193359375,10114,0.03858184814453125,1617,0.006168365478515625,1,0.017425537109375,0.461669921875,137,63,0.000240325927734375,7515,0.028667449951171875,1,0.030059814453125,0.99755859375,61,1233,0.004703521728515625,617,0.002353668212890625,1,0.0091094970703125,0.9970703125,31,81,0.000308990478515625,365,0.001392364501953125,1,0.0247802734375,0.97705078125,4,349,0.001331329345703125,4
APTOS2019,train,3ac92ac3d65a,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3ac92ac3d65a.png,321,0.001224517822265625,397,0.001514434814453125,100,0.0003814697265625,1,0.017486572265625,0.2393798828125,14,62,0.00023651123046875,285,0.001087188720703125,1,0.00507354736328125,0.96630859375,7,88,0.000335693359375,0,0.0,0,0.00649261474609375,0.398681640625,0,0,0.0,12,4.57763671875e-05,1,0.0271453857421875,0.85986328125,5,6,2.288818359375e-05,3
APTOS2019,train,3af9aaa880e9,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3af9aaa880e9.png,29,0.000110626220703125,35,0.000133514404296875,16,6.103515625e-05,1,0.01311492919921875,0.2432861328125,3,7,2.6702880859375e-05,11,4.1961669921875e-05,1,0.002925872802734375,0.78466796875,2,9,3.4332275390625e-05,0,0.0,0,0.00547027587890625,0.255615234375,0,0,0.0,8,3.0517578125e-05,1,0.0210723876953125,0.8603515625,3,6,2.288818359375e-05,3
APTOS2019,train,3b018e8b7303,3,Severe,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b018e8b7303.png,2305,0.008792877197265625,2519,0.009609222412109375,176,0.00067138671875,1,0.01422119140625,0.389892578125,23,21,8.0108642578125e-05,825,0.003147125244140625,1,0.00618743896484375,0.9951171875,16,121,0.000461578369140625,204,0.0007781982421875,1,0.006755828857421875,0.9931640625,11,68,0.0002593994140625,1314,0.00501251220703125,1,0.0287933349609375,0.97607421875,8,414,0.00157928466796875,4
APTOS2019,train,3b0190bbe615,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b0190bbe615.png,168,0.000640869140625,204,0.0007781982421875,44,0.0001678466796875,1,0.013275146484375,0.281494140625,6,35,0.000133514404296875,85,0.000324249267578125,1,0.00323486328125,0.94189453125,2,84,0.0003204345703125,26,9.918212890625e-05,1,0.0057220458984375,0.95849609375,4,10,3.814697265625e-05,49,0.000186920166015625,1,0.0216064453125,0.90380859375,3,45,0.000171661376953125,4
APTOS2019,train,3b10191dfd25,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b10191dfd25.png,731,0.002788543701171875,771,0.002941131591796875,57,0.000217437744140625,1,0.0138397216796875,0.2861328125,10,21,8.0108642578125e-05,179,0.000682830810546875,1,0.003925323486328125,0.98974609375,8,102,0.00038909912109375,195,0.000743865966796875,1,0.006496429443359375,0.99267578125,11,56,0.000213623046875,340,0.0012969970703125,1,0.0229339599609375,0.970703125,3,334,0.00127410888671875,4
APTOS2019,train,3b185ac445d0,4,Proliferative DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b185ac445d0.png,7065,0.026950836181640625,7630,0.02910614013671875,606,0.00231170654296875,1,0.011566162109375,0.378662109375,52,43,0.000164031982421875,2919,0.011135101318359375,1,0.0127410888671875,0.99755859375,28,868,0.0033111572265625,4077,0.015552520751953125,1,0.02197265625,0.998046875,77,382,0.00145721435546875,28,0.0001068115234375,1,0.0193023681640625,0.89453125,4,15,5.7220458984375e-05,4
APTOS2019,train,3b232b394e4f,4,Proliferative DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b232b394e4f.png,2625,0.010013580322265625,2753,0.010501861572265625,114,0.00043487548828125,1,0.0121917724609375,0.44873046875,14,26,9.918212890625e-05,472,0.001800537109375,1,0.004138946533203125,0.99462890625,11,159,0.000606536865234375,1966,0.00749969482421875,1,0.01505279541015625,0.99755859375,102,286,0.00109100341796875,201,0.000766754150390625,1,0.0246429443359375,0.9638671875,4,144,0.00054931640625,4
APTOS2019,train,3b2b91590590,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b2b91590590.png,206,0.00078582763671875,252,0.0009613037109375,71,0.000270843505859375,1,0.0133819580078125,0.343994140625,10,36,0.0001373291015625,139,0.000530242919921875,1,0.0034465789794921875,0.990234375,2,138,0.00052642822265625,0,0.0,0,0.005565643310546875,0.313720703125,0,0,0.0,42,0.00016021728515625,1,0.0213470458984375,0.89697265625,2,37,0.000141143798828125,3
APTOS2019,train,3b4a5fcbe5e0,4,Proliferative DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b4a5fcbe5e0.png,3025,0.011539459228515625,3285,0.012531280517578125,289,0.001102447509765625,1,0.01538848876953125,0.36279296875,37,25,9.5367431640625e-05,2052,0.0078277587890625,1,0.01070404052734375,0.9951171875,31,625,0.002384185791015625,504,0.001922607421875,1,0.008209228515625,0.99658203125,31,86,0.00032806396484375,440,0.001678466796875,1,0.0267181396484375,0.9560546875,5,224,0.0008544921875,4
APTOS2019,train,3b58b02c89ed,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b58b02c89ed.png,11491,0.043834686279296875,13350,0.05092620849609375,1804,0.0068817138671875,1,0.0172882080078125,0.5400390625,141,121,0.000461578369140625,5682,0.02167510986328125,1,0.023529052734375,0.9970703125,58,1616,0.00616455078125,4156,0.0158538818359375,1,0.02410888671875,0.9990234375,64,1133,0.004322052001953125,1708,0.0065155029296875,1,0.032379150390625,0.9833984375,16,309,0.001178741455078125,4
APTOS2019,train,3b5dffe159b6,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b5dffe159b6.png,144,0.00054931640625,194,0.00074005126953125,58,0.00022125244140625,1,0.01318359375,0.34033203125,4,37,0.000141143798828125,131,0.000499725341796875,1,0.0034542083740234375,0.9853515625,6,106,0.00040435791015625,0,0.0,0,0.005428314208984375,0.49267578125,0,0,0.0,5,1.9073486328125e-05,1,0.020843505859375,0.82763671875,4,2,7.62939453125e-06,3
APTOS2019,train,3b73a3a4a734,1,Mild,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b73a3a4a734.png,490,0.00186920166015625,578,0.00220489501953125,85,0.000324249267578125,1,0.0127716064453125,0.40625,10,27,0.000102996826171875,147,0.000560760498046875,1,0.0031452178955078125,0.98876953125,5,45,0.000171661376953125,65,0.000247955322265625,1,0.005680084228515625,0.97216796875,4,43,0.000164031982421875,281,0.001071929931640625,1,0.0215606689453125,0.9814453125,4,226,0.00086212158203125,4
APTOS2019,train,3b9817a39adf,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b9817a39adf.png,11,4.1961669921875e-05,11,4.1961669921875e-05,3,1.1444091796875e-05,1,0.01324462890625,0.1998291015625,1,3,1.1444091796875e-05,2,7.62939453125e-06,1,0.00289154052734375,0.45458984375,1,2,7.62939453125e-06,0,0.0,0,0.005489349365234375,0.2354736328125,0,0,0.0,6,2.288818359375e-05,1,0.0217437744140625,0.80029296875,2,4,1.52587890625e-05,3
APTOS2019,train,3b9c1f42c2f2,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3b9c1f42c2f2.png,2068,0.0078887939453125,2291,0.008739471435546875,268,0.0010223388671875,1,0.01421356201171875,0.432373046875,22,35,0.000133514404296875,628,0.0023956298828125,1,0.005222320556640625,0.9970703125,16,183,0.000698089599609375,1055,0.004024505615234375,1,0.01025390625,0.998046875,26,398,0.00151824951171875,340,0.0012969970703125,1,0.023590087890625,0.97705078125,2,302,0.00115203857421875,4
APTOS2019,train,3bf2deaa5ef0,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3bf2deaa5ef0.png,49,0.000186920166015625,49,0.000186920166015625,6,2.288818359375e-05,1,0.0132598876953125,0.1998291015625,4,3,1.1444091796875e-05,0,0.0,0,0.0029277801513671875,0.24169921875,0,0,0.0,0,0.0,0,0.0055389404296875,0.5380859375,0,0,0.0,43,0.000164031982421875,1,0.0213775634765625,0.8701171875,4,35,0.000133514404296875,2
APTOS2019,train,3bf3085ac167,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3bf3085ac167.png,94,0.00035858154296875,102,0.00038909912109375,20,7.62939453125e-05,1,0.01319122314453125,0.32373046875,5,6,2.288818359375e-05,3,1.1444091796875e-05,1,0.0029144287109375,0.489013671875,1,3,1.1444091796875e-05,19,7.2479248046875e-05,1,0.00569915771484375,0.916015625,6,6,2.288818359375e-05,60,0.0002288818359375,1,0.021728515625,0.95947265625,5,46,0.00017547607421875,4
APTOS2019,train,3c1efa38d0da,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c1efa38d0da.png,1315,0.005016326904296875,1398,0.00533294677734375,19,7.2479248046875e-05,1,0.01435089111328125,0.369873046875,5,12,4.57763671875e-05,100,0.0003814697265625,1,0.0038928985595703125,0.94873046875,4,41,0.000156402587890625,284,0.0010833740234375,1,0.0068817138671875,0.9970703125,14,74,0.00028228759765625,995,0.003795623779296875,1,0.030242919921875,0.9765625,11,329,0.001255035400390625,4
APTOS2019,train,3c28fd846b43,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c28fd846b43.png,102,0.00038909912109375,115,0.000438690185546875,23,8.7738037109375e-05,1,0.01340484619140625,0.354248046875,6,7,2.6702880859375e-05,48,0.00018310546875,1,0.003082275390625,0.88818359375,2,45,0.000171661376953125,14,5.340576171875e-05,1,0.005706787109375,0.87841796875,4,6,2.288818359375e-05,30,0.00011444091796875,1,0.0233306884765625,0.93359375,5,24,9.1552734375e-05,4
APTOS2019,train,3c311c9109b0,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c311c9109b0.png,2915,0.011119842529296875,3306,0.01261138916015625,424,0.001617431640625,1,0.01363372802734375,0.376953125,51,31,0.000118255615234375,2484,0.0094757080078125,1,0.01165008544921875,0.998046875,23,351,0.001338958740234375,96,0.0003662109375,1,0.006015777587890625,0.9931640625,9,22,8.392333984375e-05,302,0.00115203857421875,1,0.021270751953125,0.9736328125,5,189,0.000720977783203125,4
APTOS2019,train,3c326543fff6,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c326543fff6.png,59,0.000225067138671875,61,0.000232696533203125,27,0.000102996826171875,1,0.017486572265625,0.385009765625,7,9,3.4332275390625e-05,22,8.392333984375e-05,1,0.00415802001953125,0.6796875,8,7,2.6702880859375e-05,1,3.814697265625e-06,1,0.006561279296875,0.60888671875,1,1,3.814697265625e-06,11,4.1961669921875e-05,1,0.027191162109375,0.88623046875,3,6,2.288818359375e-05,4
APTOS2019,train,3c42512c81e0,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c42512c81e0.png,76,0.0002899169921875,89,0.000339508056640625,50,0.00019073486328125,1,0.01308441162109375,0.3212890625,10,11,4.1961669921875e-05,22,8.392333984375e-05,1,0.002941131591796875,0.8681640625,3,16,6.103515625e-05,5,1.9073486328125e-05,1,0.0054473876953125,0.75341796875,1,5,1.9073486328125e-05,12,4.57763671875e-05,1,0.020904541015625,0.9453125,4,7,2.6702880859375e-05,4
APTOS2019,train,3c53198519f7,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c53198519f7.png,1020,0.0038909912109375,1098,0.00418853759765625,90,0.00034332275390625,1,0.01393890380859375,0.388671875,17,13,4.9591064453125e-05,240,0.00091552734375,1,0.00377655029296875,0.99658203125,7,80,0.00030517578125,256,0.0009765625,1,0.006710052490234375,0.99755859375,13,79,0.000301361083984375,512,0.001953125,1,0.0235595703125,0.98095703125,3,293,0.001117706298828125,4
APTOS2019,train,3c726de3ee90,1,Mild,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c726de3ee90.png,241,0.000919342041015625,271,0.001033782958984375,36,0.0001373291015625,1,0.01364898681640625,0.427490234375,4,19,7.2479248046875e-05,49,0.000186920166015625,1,0.003116607666015625,0.994140625,4,26,9.918212890625e-05,186,0.00070953369140625,1,0.00628662109375,0.99755859375,7,68,0.0002593994140625,0,0.0,0,0.0209503173828125,0.38427734375,0,0,0.0,3
APTOS2019,train,3c72f580d4ba,1,Mild,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c72f580d4ba.png,625,0.002384185791015625,659,0.002513885498046875,47,0.000179290771484375,1,0.01342010498046875,0.361328125,9,12,4.57763671875e-05,132,0.0005035400390625,1,0.0034008026123046875,0.99755859375,7,71,0.000270843505859375,431,0.001644134521484375,1,0.00749969482421875,0.99853515625,23,106,0.00040435791015625,49,0.000186920166015625,1,0.0227813720703125,0.93798828125,2,45,0.000171661376953125,4
APTOS2019,train,3c78bfca247b,4,Proliferative DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c78bfca247b.png,9067,0.034587860107421875,10218,0.03897857666015625,865,0.003299713134765625,1,0.015655517578125,0.453125,93,87,0.000331878662109375,918,0.00350189208984375,1,0.006298065185546875,0.99609375,27,396,0.0015106201171875,5733,0.021869659423828125,1,0.0316162109375,0.99951171875,119,685,0.002613067626953125,2702,0.01030731201171875,1,0.040283203125,0.98828125,40,490,0.00186920166015625,4
APTOS2019,train,3c9529918097,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3c9529918097.png,116,0.0004425048828125,116,0.0004425048828125,4,1.52587890625e-05,1,0.0131988525390625,0.2012939453125,2,3,1.1444091796875e-05,17,6.4849853515625e-05,1,0.0029163360595703125,0.72265625,1,17,6.4849853515625e-05,2,7.62939453125e-06,1,0.0055389404296875,0.63623046875,1,2,7.62939453125e-06,93,0.000354766845703125,1,0.0228729248046875,0.94580078125,1,93,0.000354766845703125,4
APTOS2019,train,3ca12e02dd4e,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3ca12e02dd4e.png,73,0.000278472900390625,88,0.000335693359375,33,0.000125885009765625,1,0.01318359375,0.2315673828125,9,14,5.340576171875e-05,39,0.000148773193359375,1,0.0029964447021484375,0.83837890625,1,39,0.000148773193359375,7,2.6702880859375e-05,1,0.005558013916015625,0.74365234375,2,4,1.52587890625e-05,9,3.4332275390625e-05,1,0.02166748046875,0.89794921875,3,5,1.9073486328125e-05,4
APTOS2019,train,3ca637fddd56,4,Proliferative DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3ca637fddd56.png,3025,0.011539459228515625,3285,0.012531280517578125,289,0.001102447509765625,1,0.01538848876953125,0.36279296875,37,25,9.5367431640625e-05,2052,0.0078277587890625,1,0.01070404052734375,0.9951171875,31,625,0.002384185791015625,504,0.001922607421875,1,0.008209228515625,0.99658203125,31,86,0.00032806396484375,440,0.001678466796875,1,0.0267181396484375,0.9560546875,5,224,0.0008544921875,4
APTOS2019,train,3ca8be3b40d6,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3ca8be3b40d6.png,115,0.000438690185546875,120,0.000457763671875,14,5.340576171875e-05,1,0.0170745849609375,0.279541015625,6,3,1.1444091796875e-05,106,0.00040435791015625,1,0.0043182373046875,0.79736328125,3,74,0.00028228759765625,0,0.0,0,0.00640106201171875,0.401123046875,0,0,0.0,0,0.0,0,0.02655029296875,0.724609375,0,0,0.0,2
APTOS2019,train,3cab32dd6ef9,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3cab32dd6ef9.png,62,0.00023651123046875,82,0.00031280517578125,26,9.918212890625e-05,1,0.01326751708984375,0.263916015625,4,13,4.9591064453125e-05,19,7.2479248046875e-05,1,0.002960205078125,0.9052734375,1,19,7.2479248046875e-05,0,0.0,0,0.00555419921875,0.282470703125,0,0,0.0,37,0.000141143798828125,1,0.021453857421875,0.9404296875,4,32,0.0001220703125,3
APTOS2019,train,3ccf96c1dd6d,4,Proliferative DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3ccf96c1dd6d.png,6133,0.023395538330078125,7192,0.027435302734375,1016,0.003875732421875,1,0.0162506103515625,0.405029296875,106,43,0.000164031982421875,3051,0.011638641357421875,1,0.01396942138671875,0.99755859375,41,334,0.00127410888671875,554,0.00211334228515625,1,0.00992584228515625,0.99853515625,42,63,0.000240325927734375,2571,0.009807586669921875,1,0.03460693359375,0.98095703125,25,506,0.00193023681640625,4
APTOS2019,train,3cd801ffdbf0,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3cd801ffdbf0.png,8504,0.032440185546875,9152,0.034912109375,645,0.002460479736328125,1,0.0153350830078125,0.451416015625,59,82,0.00031280517578125,1896,0.007232666015625,1,0.00972747802734375,0.9970703125,25,455,0.001735687255859375,4497,0.017154693603515625,1,0.0252685546875,0.99853515625,81,541,0.002063751220703125,2114,0.00806427001953125,1,0.033172607421875,0.98193359375,9,604,0.0023040771484375,4
APTOS2019,train,3cd9713c0ecb,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3cd9713c0ecb.png,31,0.000118255615234375,31,0.000118255615234375,5,1.9073486328125e-05,1,0.01331329345703125,0.20166015625,2,3,1.1444091796875e-05,0,0.0,0,0.002933502197265625,0.1917724609375,0,0,0.0,18,6.866455078125e-05,1,0.005702972412109375,0.97900390625,1,18,6.866455078125e-05,8,3.0517578125e-05,1,0.0216217041015625,0.84130859375,3,5,1.9073486328125e-05,3
APTOS2019,train,3cdda8b3df19,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3cdda8b3df19.png,1264,0.00482177734375,1444,0.0055084228515625,197,0.000751495361328125,1,0.0129852294921875,0.361572265625,24,35,0.000133514404296875,1011,0.003856658935546875,1,0.006305694580078125,0.99609375,11,302,0.00115203857421875,236,0.0009002685546875,1,0.00632476806640625,0.99853515625,7,101,0.000385284423828125,0,0.0,0,0.0198516845703125,0.6123046875,0,0,0.0,3
APTOS2019,train,3cdef7c591cc,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3cdef7c591cc.png,225,0.000858306884765625,225,0.000858306884765625,19,7.2479248046875e-05,1,0.0172271728515625,0.2315673828125,4,9,3.4332275390625e-05,198,0.00075531005859375,1,0.004573822021484375,0.87451171875,2,171,0.000652313232421875,0,0.0,0,0.006389617919921875,0.413818359375,0,0,0.0,8,3.0517578125e-05,1,0.0265350341796875,0.9384765625,2,6,2.288818359375e-05,3
APTOS2019,train,3ce2f8a77a32,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3ce2f8a77a32.png,93,0.000354766845703125,97,0.000370025634765625,6,2.288818359375e-05,1,0.0171966552734375,0.197021484375,3,3,1.1444091796875e-05,60,0.0002288818359375,1,0.004497528076171875,0.79345703125,3,51,0.000194549560546875,15,5.7220458984375e-05,1,0.006561279296875,0.96435546875,2,13,4.9591064453125e-05,16,6.103515625e-05,1,0.0265350341796875,0.85498046875,1,16,6.103515625e-05,4
APTOS2019,train,3d2ecffe0386,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3d2ecffe0386.png,987,0.003765106201171875,1003,0.003826141357421875,21,8.0108642578125e-05,1,0.0173492431640625,0.2325439453125,11,4,1.52587890625e-05,138,0.00052642822265625,1,0.00458526611328125,0.8720703125,3,77,0.000293731689453125,221,0.000843048095703125,1,0.00743865966796875,0.99462890625,4,155,0.000591278076171875,623,0.002376556396484375,1,0.0302734375,0.9736328125,5,315,0.001201629638671875,4
APTOS2019,train,3d3e288d490e,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3d3e288d490e.png,4084,0.0155792236328125,4244,0.0161895751953125,205,0.000782012939453125,1,0.016632080078125,0.395263671875,23,38,0.00014495849609375,795,0.003032684326171875,1,0.006427764892578125,0.99560546875,16,199,0.000759124755859375,3125,0.011920928955078125,1,0.0196990966796875,0.99951171875,75,592,0.00225830078125,119,0.000453948974609375,1,0.028839111328125,0.9619140625,4,39,0.000148773193359375,4
APTOS2019,train,3d663a6a50a3,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\3d663a6a50a3.png,2707,0.010326385498046875,2967,0.011318206787109375,274,0.00104522705078125,1,0.01448822021484375,0.46533203125,31,26,9.918212890625e-05,1141,0.004352569580078125,1,0.007122039794921875,0.99755859375,16,211,0.000804901123046875,1460,0.0055694580078125,1,0.012054443359375,0.99853515625,41,320,0.001220703125,92,0.0003509521484375,1,0.0228118896484375,0.9287109375,3,53,0.000202178955078125,4
