dataset,split,image_id,label,label_name,image_path,total_lesion_union_area_pixels,total_lesion_union_area_ratio,total_lesion_sum_area_pixels,total_lesion_sum_area_ratio,microaneurysms_area_pixels,microaneurysms_area_ratio,microaneurysms_presence,microaneurysms_prob_mean,microaneurysms_prob_max,microaneurysms_component_count,microaneurysms_largest_component_area_pixels,microaneurysms_largest_component_area_ratio,haemorrhages_area_pixels,haemorrhages_area_ratio,haemorrhages_presence,haemorrhages_prob_mean,haemorrhages_prob_max,haemorrhages_component_count,haemorrhages_largest_component_area_pixels,haemorrhages_largest_component_area_ratio,hard_exudates_area_pixels,hard_exudates_area_ratio,hard_exudates_presence,hard_exudates_prob_mean,hard_exudates_prob_max,hard_exudates_component_count,hard_exudates_largest_component_area_pixels,hard_exudates_largest_component_area_ratio,soft_exudates_area_pixels,soft_exudates_area_ratio,soft_exudates_presence,soft_exudates_prob_mean,soft_exudates_prob_max,soft_exudates_component_count,soft_exudates_largest_component_area_pixels,soft_exudates_largest_component_area_ratio,lesion_presence_count
IDRiD,train,IDRiD_103,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_103.jpg,1806,0.00688934326171875,1851,0.007061004638671875,54,0.00020599365234375,1,0.0144500732421875,0.307373046875,5,25,9.5367431640625e-05,274,0.00104522705078125,1,0.00426483154296875,0.98779296875,7,115,0.000438690185546875,1523,0.005809783935546875,1,0.012420654296875,0.99853515625,54,135,0.000514984130859375,0,0.0,0,0.022735595703125,0.70751953125,0,0,0.0,3
IDRiD,train,IDRiD_104,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_104.jpg,9743,0.037166595458984375,10378,0.03958892822265625,676,0.0025787353515625,1,0.017059326171875,0.396728515625,69,65,0.000247955322265625,9512,0.036285400390625,1,0.03765869140625,0.99658203125,18,3733,0.014240264892578125,60,0.0002288818359375,1,0.00605010986328125,0.9931640625,4,32,0.0001220703125,130,0.00049591064453125,1,0.0226287841796875,0.97119140625,1,130,0.00049591064453125,4
IDRiD,train,IDRiD_105,1,Mild,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_105.jpg,153,0.000583648681640625,190,0.00072479248046875,41,0.000156402587890625,1,0.01432037353515625,0.401123046875,3,25,9.5367431640625e-05,83,0.000316619873046875,1,0.003314971923828125,0.99072265625,2,47,0.000179290771484375,66,0.00025177001953125,1,0.00605010986328125,0.99609375,2,56,0.000213623046875,0,0.0,0,0.021759033203125,0.31494140625,0,0,0.0,3
IDRiD,train,IDRiD_106,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_106.jpg,359,0.001369476318359375,392,0.001495361328125,38,0.00014495849609375,1,0.0146636962890625,0.319091796875,6,29,0.000110626220703125,283,0.001079559326171875,1,0.004085540771484375,0.98828125,5,179,0.000682830810546875,71,0.000270843505859375,1,0.0062255859375,0.99609375,4,26,9.918212890625e-05,0,0.0,0,0.0224151611328125,0.328369140625,0,0,0.0,3
IDRiD,train,IDRiD_107,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_107.jpg,2372,0.0090484619140625,2532,0.0096588134765625,129,0.000492095947265625,1,0.01461029052734375,0.36328125,10,29,0.000110626220703125,430,0.00164031982421875,1,0.00466156005859375,0.9951171875,8,227,0.000865936279296875,1912,0.007293701171875,1,0.01361846923828125,0.998046875,26,451,0.001720428466796875,61,0.000232696533203125,1,0.0228271484375,0.95947265625,2,59,0.000225067138671875,4
IDRiD,train,IDRiD_108,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_108.jpg,526,0.00200653076171875,626,0.00238800048828125,113,0.000431060791015625,1,0.01438140869140625,0.451904296875,13,28,0.0001068115234375,476,0.0018157958984375,1,0.0047454833984375,0.99609375,9,144,0.00054931640625,36,0.0001373291015625,1,0.005924224853515625,0.9833984375,3,17,6.4849853515625e-05,1,3.814697265625e-06,1,0.0218048095703125,0.7763671875,1,1,3.814697265625e-06,4
IDRiD,train,IDRiD_109,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_109.jpg,979,0.003734588623046875,1191,0.004543304443359375,238,0.00090789794921875,1,0.01495361328125,0.42724609375,19,27,0.000102996826171875,430,0.00164031982421875,1,0.00457763671875,0.9951171875,12,101,0.000385284423828125,272,0.00103759765625,1,0.007099151611328125,0.99609375,7,179,0.000682830810546875,251,0.000957489013671875,1,0.0234832763671875,0.97705078125,1,251,0.000957489013671875,4
IDRiD,train,IDRiD_110,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_110.jpg,5301,0.020221710205078125,5701,0.021747589111328125,432,0.00164794921875,1,0.015045166015625,0.3916015625,29,39,0.000148773193359375,1351,0.005153656005859375,1,0.00801849365234375,0.99560546875,20,270,0.00102996826171875,3842,0.01465606689453125,1,0.0222320556640625,0.9990234375,77,691,0.002635955810546875,76,0.0002899169921875,1,0.0243072509765625,0.939453125,2,73,0.000278472900390625,4
IDRiD,train,IDRiD_111,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_111.jpg,385,0.001468658447265625,476,0.0018157958984375,100,0.0003814697265625,1,0.01446533203125,0.320068359375,6,29,0.000110626220703125,324,0.0012359619140625,1,0.00417327880859375,0.9931640625,4,244,0.0009307861328125,52,0.0001983642578125,1,0.00594329833984375,0.99462890625,4,20,7.62939453125e-05,0,0.0,0,0.02191162109375,0.316650390625,0,0,0.0,3
IDRiD,train,IDRiD_112,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_112.jpg,2106,0.00803375244140625,2608,0.00994873046875,531,0.002025604248046875,1,0.01519775390625,0.439208984375,34,91,0.000347137451171875,1222,0.00466156005859375,1,0.007518768310546875,0.99658203125,22,436,0.0016632080078125,301,0.001148223876953125,1,0.007701873779296875,0.99462890625,26,29,0.000110626220703125,554,0.00211334228515625,1,0.0247344970703125,0.984375,2,421,0.001605987548828125,4
IDRiD,train,IDRiD_113,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_113.jpg,3275,0.012493133544921875,3695,0.014095306396484375,465,0.001773834228515625,1,0.01531982421875,0.42333984375,44,32,0.0001220703125,1961,0.007480621337890625,1,0.01009368896484375,0.99658203125,23,645,0.002460479736328125,993,0.003787994384765625,1,0.01035308837890625,0.998046875,34,197,0.000751495361328125,276,0.0010528564453125,1,0.024627685546875,0.96337890625,6,94,0.00035858154296875,4
IDRiD,train,IDRiD_114,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_114.jpg,3732,0.0142364501953125,4451,0.016979217529296875,744,0.002838134765625,1,0.0159149169921875,0.398193359375,58,88,0.000335693359375,1819,0.006938934326171875,1,0.00951385498046875,0.99755859375,23,269,0.001026153564453125,103,0.000392913818359375,1,0.0070953369140625,0.99609375,7,34,0.00012969970703125,1785,0.006809234619140625,1,0.03070068359375,0.98486328125,11,339,0.001293182373046875,4
IDRiD,train,IDRiD_115,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_115.jpg,10391,0.039638519287109375,11123,0.042430877685546875,619,0.002361297607421875,1,0.016326904296875,0.4462890625,60,64,0.000244140625,2428,0.0092620849609375,1,0.01204681396484375,0.9951171875,38,290,0.00110626220703125,7551,0.028804779052734375,1,0.038116455078125,0.99853515625,121,1054,0.00402069091796875,525,0.002002716064453125,1,0.03131103515625,0.98388671875,19,194,0.00074005126953125,4
IDRiD,train,IDRiD_116,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_116.jpg,3018,0.01151275634765625,3107,0.011852264404296875,88,0.000335693359375,1,0.01421356201171875,0.40625,8,30,0.00011444091796875,171,0.000652313232421875,1,0.00363922119140625,0.9931640625,6,78,0.00029754638671875,2767,0.010555267333984375,1,0.0168304443359375,0.99951171875,21,1078,0.00411224365234375,81,0.000308990478515625,1,0.0229644775390625,0.96728515625,1,81,0.000308990478515625,4
IDRiD,train,IDRiD_117,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_117.jpg,1380,0.0052642822265625,1478,0.00563812255859375,107,0.000408172607421875,1,0.0142669677734375,0.400634765625,9,29,0.000110626220703125,331,0.001262664794921875,1,0.0041961669921875,0.99658203125,7,178,0.00067901611328125,1040,0.00396728515625,1,0.01025390625,0.9990234375,35,139,0.000530242919921875,0,0.0,0,0.0223236083984375,0.46728515625,0,0,0.0,3
IDRiD,train,IDRiD_118,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_118.jpg,107,0.000408172607421875,122,0.00046539306640625,18,6.866455078125e-05,1,0.0142822265625,0.250244140625,2,15,5.7220458984375e-05,69,0.000263214111328125,1,0.0032749176025390625,0.9921875,1,69,0.000263214111328125,35,0.000133514404296875,1,0.00600433349609375,0.9677734375,4,13,4.9591064453125e-05,0,0.0,0,0.021728515625,0.327392578125,0,0,0.0,3
IDRiD,train,IDRiD_119,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_119.jpg,5089,0.019412994384765625,5945,0.022678375244140625,898,0.00342559814453125,1,0.0162200927734375,0.44140625,98,39,0.000148773193359375,4624,0.01763916015625,1,0.019775390625,0.99755859375,45,511,0.001949310302734375,242,0.00092315673828125,1,0.007190704345703125,0.99755859375,12,106,0.00040435791015625,181,0.000690460205078125,1,0.023162841796875,0.98095703125,2,117,0.000446319580078125,4
IDRiD,train,IDRiD_120,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_120.jpg,1281,0.004886627197265625,1503,0.005733489990234375,239,0.000911712646484375,1,0.01491546630859375,0.357666015625,23,43,0.000164031982421875,700,0.0026702880859375,1,0.005596160888671875,0.9970703125,8,266,0.00101470947265625,9,3.4332275390625e-05,1,0.006145477294921875,0.9521484375,2,6,2.288818359375e-05,555,0.002117156982421875,1,0.0245361328125,0.97900390625,3,239,0.000911712646484375,4
IDRiD,train,IDRiD_121,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_121.jpg,1021,0.003894805908203125,1082,0.00412750244140625,68,0.0002593994140625,1,0.014373779296875,0.32275390625,8,25,9.5367431640625e-05,351,0.001338958740234375,1,0.004314422607421875,0.99609375,4,270,0.00102996826171875,663,0.002529144287109375,1,0.00885772705078125,0.99755859375,32,99,0.000377655029296875,0,0.0,0,0.022247314453125,0.42333984375,0,0,0.0,3
IDRiD,train,IDRiD_122,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_122.jpg,5679,0.021663665771484375,6611,0.025218963623046875,595,0.002269744873046875,1,0.016815185546875,0.343017578125,50,61,0.000232696533203125,2005,0.007648468017578125,1,0.0103759765625,0.994140625,23,596,0.0022735595703125,1562,0.00595855712890625,1,0.013031005859375,0.99609375,32,158,0.00060272216796875,2449,0.009342193603515625,1,0.03558349609375,0.98193359375,19,716,0.0027313232421875,4
IDRiD,train,IDRiD_123,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_123.jpg,3908,0.0149078369140625,4134,0.01576995849609375,231,0.000881195068359375,1,0.01467132568359375,0.366455078125,26,44,0.0001678466796875,1272,0.004852294921875,1,0.007534027099609375,0.99853515625,8,531,0.002025604248046875,2565,0.009784698486328125,1,0.0169525146484375,0.99853515625,57,323,0.001232147216796875,66,0.00025177001953125,1,0.0239715576171875,0.94580078125,3,54,0.00020599365234375,4
IDRiD,train,IDRiD_124,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_124.jpg,217,0.000827789306640625,238,0.00090789794921875,29,0.000110626220703125,1,0.0144805908203125,0.296875,4,16,6.103515625e-05,69,0.000263214111328125,1,0.003314971923828125,0.986328125,3,42,0.00016021728515625,140,0.0005340576171875,1,0.006256103515625,0.99609375,8,46,0.00017547607421875,0,0.0,0,0.022247314453125,0.433349609375,0,0,0.0,3
IDRiD,train,IDRiD_125,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_125.jpg,4934,0.01882171630859375,5114,0.01950836181640625,194,0.00074005126953125,1,0.01438140869140625,0.344970703125,16,28,0.0001068115234375,983,0.003749847412109375,1,0.006591796875,0.9951171875,10,380,0.0014495849609375,3937,0.015018463134765625,1,0.022186279296875,0.9990234375,75,677,0.002582550048828125,0,0.0,0,0.0226898193359375,0.50732421875,0,0,0.0,3
IDRiD,train,IDRiD_126,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_126.jpg,997,0.003803253173828125,1228,0.0046844482421875,253,0.000965118408203125,1,0.01453399658203125,0.442138671875,23,36,0.0001373291015625,900,0.0034332275390625,1,0.006256103515625,0.998046875,16,233,0.000888824462890625,73,0.000278472900390625,1,0.005992889404296875,0.98974609375,5,33,0.000125885009765625,2,7.62939453125e-06,1,0.02197265625,0.77978515625,2,1,3.814697265625e-06,4
IDRiD,train,IDRiD_127,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_127.jpg,1064,0.004058837890625,1239,0.004726409912109375,193,0.000736236572265625,1,0.01474761962890625,0.3330078125,19,30,0.00011444091796875,873,0.003330230712890625,1,0.006267547607421875,0.99560546875,13,179,0.000682830810546875,173,0.000659942626953125,1,0.006565093994140625,0.994140625,11,52,0.0001983642578125,0,0.0,0,0.021942138671875,0.70556640625,0,0,0.0,3
IDRiD,train,IDRiD_128,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_128.jpg,5518,0.02104949951171875,5806,0.02214813232421875,308,0.0011749267578125,1,0.015533447265625,0.44775390625,33,32,0.0001220703125,1083,0.004131317138671875,1,0.007007598876953125,0.998046875,12,447,0.001705169677734375,2503,0.009548187255859375,1,0.0174102783203125,0.99853515625,47,544,0.0020751953125,1912,0.007293701171875,1,0.031494140625,0.978515625,5,633,0.002414703369140625,4
IDRiD,train,IDRiD_129,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_129.jpg,80,0.00030517578125,109,0.000415802001953125,35,0.000133514404296875,1,0.0142669677734375,0.288330078125,3,19,7.2479248046875e-05,74,0.00028228759765625,1,0.0032825469970703125,0.9921875,2,58,0.00022125244140625,0,0.0,0,0.005756378173828125,0.405517578125,0,0,0.0,0,0.0,0,0.02166748046875,0.307373046875,0,0,0.0,2
IDRiD,train,IDRiD_130,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_130.jpg,1251,0.004772186279296875,1272,0.004852294921875,31,0.000118255615234375,1,0.01427459716796875,0.315673828125,2,28,0.0001068115234375,36,0.0001373291015625,1,0.0031757354736328125,0.96630859375,1,36,0.0001373291015625,1102,0.00420379638671875,1,0.0106201171875,0.9990234375,19,666,0.00254058837890625,103,0.000392913818359375,1,0.022918701171875,0.966796875,2,73,0.000278472900390625,4
IDRiD,train,IDRiD_131,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_131.jpg,297,0.001132965087890625,378,0.00144195556640625,86,0.00032806396484375,1,0.01439666748046875,0.3916015625,5,26,9.918212890625e-05,226,0.00086212158203125,1,0.0037841796875,0.9951171875,4,124,0.0004730224609375,66,0.00025177001953125,1,0.00609588623046875,0.994140625,4,27,0.000102996826171875,0,0.0,0,0.0220794677734375,0.34912109375,0,0,0.0,3
IDRiD,train,IDRiD_132,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_132.jpg,5117,0.019519805908203125,5577,0.021274566650390625,499,0.001903533935546875,1,0.015106201171875,0.5087890625,47,50,0.00019073486328125,1495,0.005702972412109375,1,0.0083160400390625,0.99755859375,28,514,0.00196075439453125,2736,0.01043701171875,1,0.0175628662109375,0.9990234375,58,237,0.000904083251953125,847,0.003231048583984375,1,0.027313232421875,0.9794921875,5,379,0.001445770263671875,4
IDRiD,train,IDRiD_133,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_133.jpg,311,0.001186370849609375,385,0.001468658447265625,91,0.000347137451171875,1,0.014678955078125,0.287109375,9,23,8.7738037109375e-05,144,0.00054931640625,1,0.003536224365234375,0.982421875,7,49,0.000186920166015625,0,0.0,0,0.00583648681640625,0.1593017578125,0,0,0.0,150,0.00057220458984375,1,0.02301025390625,0.9716796875,2,149,0.000568389892578125,3
IDRiD,train,IDRiD_134,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_134.jpg,82,0.00031280517578125,116,0.0004425048828125,47,0.000179290771484375,1,0.01419830322265625,0.362548828125,6,24,9.1552734375e-05,56,0.000213623046875,1,0.0031871795654296875,0.97802734375,4,37,0.000141143798828125,13,4.9591064453125e-05,1,0.005741119384765625,0.93896484375,2,9,3.4332275390625e-05,0,0.0,0,0.022003173828125,0.343505859375,0,0,0.0,3
IDRiD,train,IDRiD_135,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_135.jpg,305,0.001163482666015625,396,0.0015106201171875,102,0.00038909912109375,1,0.01441192626953125,0.345947265625,9,24,9.1552734375e-05,235,0.000896453857421875,1,0.0038967132568359375,0.99658203125,5,80,0.00030517578125,59,0.000225067138671875,1,0.005985260009765625,0.990234375,2,34,0.00012969970703125,0,0.0,0,0.0219268798828125,0.3876953125,0,0,0.0,3
IDRiD,train,IDRiD_136,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_136.jpg,165,0.000629425048828125,182,0.00069427490234375,22,8.392333984375e-05,1,0.01441192626953125,0.314697265625,4,15,5.7220458984375e-05,77,0.000293731689453125,1,0.0033416748046875,0.99462890625,3,71,0.000270843505859375,83,0.000316619873046875,1,0.00603485107421875,0.9912109375,6,25,9.5367431640625e-05,0,0.0,0,0.0216827392578125,0.68212890625,0,0,0.0,3
IDRiD,train,IDRiD_137,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_137.jpg,568,0.002166748046875,759,0.002895355224609375,206,0.00078582763671875,1,0.014678955078125,0.403564453125,13,26,9.918212890625e-05,477,0.001819610595703125,1,0.004711151123046875,0.99462890625,11,93,0.000354766845703125,76,0.0002899169921875,1,0.00601959228515625,0.99609375,4,26,9.918212890625e-05,0,0.0,0,0.022064208984375,0.69384765625,0,0,0.0,3
IDRiD,train,IDRiD_138,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_138.jpg,18,6.866455078125e-05,18,6.866455078125e-05,3,1.1444091796875e-05,1,0.014312744140625,0.200439453125,1,3,1.1444091796875e-05,0,0.0,0,0.0030765533447265625,0.10089111328125,0,0,0.0,15,5.7220458984375e-05,1,0.00576019287109375,0.9775390625,1,15,5.7220458984375e-05,0,0.0,0,0.0217437744140625,0.308837890625,0,0,0.0,2
IDRiD,train,IDRiD_139,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_139.jpg,3,1.1444091796875e-05,3,1.1444091796875e-05,3,1.1444091796875e-05,1,0.014312744140625,0.1983642578125,1,3,1.1444091796875e-05,0,0.0,0,0.003101348876953125,0.10107421875,0,0,0.0,0,0.0,0,0.005706787109375,0.54248046875,0,0,0.0,0,0.0,0,0.0217437744140625,0.313232421875,0,0,0.0,1
IDRiD,train,IDRiD_140,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_140.jpg,23,8.7738037109375e-05,32,0.0001220703125,18,6.866455078125e-05,1,0.0142669677734375,0.311279296875,4,10,3.814697265625e-05,14,5.340576171875e-05,1,0.003131866455078125,0.841796875,2,10,3.814697265625e-05,0,0.0,0,0.00567626953125,0.177001953125,0,0,0.0,0,0.0,0,0.0216064453125,0.403076171875,0,0,0.0,2
IDRiD,train,IDRiD_141,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_141.jpg,29,0.000110626220703125,29,0.000110626220703125,3,1.1444091796875e-05,1,0.01410675048828125,0.2012939453125,1,3,1.1444091796875e-05,0,0.0,0,0.002960205078125,0.10302734375,0,0,0.0,26,9.918212890625e-05,1,0.005809783935546875,0.9931640625,1,26,9.918212890625e-05,0,0.0,0,0.021453857421875,0.30810546875,0,0,0.0,2
IDRiD,train,IDRiD_142,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_142.jpg,87,0.000331878662109375,121,0.000461578369140625,41,0.000156402587890625,1,0.01441192626953125,0.331787109375,4,19,7.2479248046875e-05,80,0.00030517578125,1,0.003398895263671875,0.97119140625,3,32,0.0001220703125,0,0.0,0,0.005706787109375,0.17333984375,0,0,0.0,0,0.0,0,0.0215606689453125,0.313720703125,0,0,0.0,2
IDRiD,train,IDRiD_143,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_143.jpg,9,3.4332275390625e-05,9,3.4332275390625e-05,3,1.1444091796875e-05,1,0.0142974853515625,0.1993408203125,1,3,1.1444091796875e-05,0,0.0,0,0.003108978271484375,0.1019287109375,0,0,0.0,6,2.288818359375e-05,1,0.005695343017578125,0.89892578125,1,6,2.288818359375e-05,0,0.0,0,0.02166748046875,0.308837890625,0,0,0.0,2
IDRiD,train,IDRiD_144,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_144.jpg,4016,0.01531982421875,4305,0.016422271728515625,198,0.00075531005859375,1,0.01499176025390625,0.288818359375,13,72,0.000274658203125,30,0.00011444091796875,1,0.003253936767578125,0.92138671875,2,22,8.392333984375e-05,3353,0.012790679931640625,1,0.0221405029296875,0.998046875,104,202,0.00077056884765625,724,0.0027618408203125,1,0.0295257568359375,0.9833984375,15,463,0.001766204833984375,4
IDRiD,train,IDRiD_145,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_145.jpg,4438,0.01692962646484375,4897,0.018680572509765625,326,0.00124359130859375,1,0.01554107666015625,0.462158203125,44,49,0.000186920166015625,180,0.0006866455078125,1,0.003971099853515625,0.9931640625,5,96,0.0003662109375,2942,0.01122283935546875,1,0.0205841064453125,0.998046875,111,178,0.00067901611328125,1449,0.005527496337890625,1,0.0330810546875,0.97998046875,25,418,0.00159454345703125,4
IDRiD,train,IDRiD_146,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_146.jpg,6998,0.02669525146484375,7583,0.028926849365234375,566,0.00215911865234375,1,0.0178985595703125,0.391357421875,64,122,0.00046539306640625,3847,0.014675140380859375,1,0.017791748046875,0.99267578125,41,1368,0.005218505859375,1132,0.0043182373046875,1,0.01276397705078125,0.99560546875,67,117,0.000446319580078125,2038,0.00777435302734375,1,0.0377197265625,0.982421875,25,439,0.001674652099609375,4
IDRiD,train,IDRiD_147,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_147.jpg,2875,0.010967254638671875,3139,0.011974334716796875,261,0.000995635986328125,1,0.0161590576171875,0.328857421875,32,27,0.000102996826171875,1562,0.00595855712890625,1,0.009307861328125,0.98974609375,21,667,0.002544403076171875,665,0.002536773681640625,1,0.0098876953125,0.99462890625,45,67,0.000255584716796875,651,0.002483367919921875,1,0.029205322265625,0.9794921875,12,265,0.001010894775390625,4
IDRiD,train,IDRiD_148,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_148.jpg,161,0.000614166259765625,207,0.000789642333984375,51,0.000194549560546875,1,0.01531219482421875,0.26953125,6,19,7.2479248046875e-05,156,0.0005950927734375,1,0.004421234130859375,0.98583984375,4,88,0.000335693359375,0,0.0,0,0.00585174560546875,0.2047119140625,0,0,0.0,0,0.0,0,0.023345947265625,0.31494140625,0,0,0.0,2
IDRiD,train,IDRiD_149,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_149.jpg,18824,0.071807861328125,18909,0.07213211059570312,92,0.0003509521484375,1,0.0184783935546875,0.347900390625,19,30,0.00011444091796875,18728,0.071441650390625,1,0.0712890625,0.99365234375,3,18589,0.07091140747070312,14,5.340576171875e-05,1,0.0064849853515625,0.884765625,4,8,3.0517578125e-05,75,0.000286102294921875,1,0.022552490234375,0.9609375,1,75,0.000286102294921875,4
IDRiD,train,IDRiD_150,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_150.jpg,32,0.0001220703125,52,0.0001983642578125,24,9.1552734375e-05,1,0.014373779296875,0.3037109375,2,21,8.0108642578125e-05,28,0.0001068115234375,1,0.003147125244140625,0.96533203125,2,26,9.918212890625e-05,0,0.0,0,0.00563812255859375,0.142333984375,0,0,0.0,0,0.0,0,0.0217132568359375,0.45166015625,0,0,0.0,2
IDRiD,train,IDRiD_151,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_151.jpg,4,1.52587890625e-05,4,1.52587890625e-05,3,1.1444091796875e-05,1,0.0140380859375,0.1990966796875,1,3,1.1444091796875e-05,0,0.0,0,0.0030231475830078125,0.1375732421875,0,0,0.0,1,3.814697265625e-06,1,0.005580902099609375,0.6279296875,1,1,3.814697265625e-06,0,0.0,0,0.0215911865234375,0.31396484375,0,0,0.0,2
